tweet,soft_labels_task1,soft_labels_task2,soft_labels_task3
The way women can’t escape beauty standards even as GMO shrimp is hurting me https://t.co/lsGj6GBEOd,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.0, 0.3333333333333333, 0.5]","[0.16666666666666666, 0.0, 0.16666666666666666, 0.8333333333333334, 0.0, 0.16666666666666666]"
@kxiitlyn @joshstiara @vmas @Olivia_Rodrigo Maybe was inspired ??? But ripped ? Plz . Y’all act like women can’t all be GREAT .,"[0.3333333333333333, 0.6666666666666666]","[0.3333333333333333, 0.16666666666666666, 0.5, 0.0]","[0.3333333333333333, 0.16666666666666666, 0.0, 0.0, 0.0, 0.5]"
"@TorontoStar @jfrketich Not Male World It's the Nuts you call Experts 🙄Making the Decisions what thems like Worldwide!I raised 4of each &amp;Some $hit women can't or shouldn't Do; That's all, I asked Anne if She wanted to go Work &amp;I stay with kids=I did when they Killed Her 1time!https://t.co/rsofdQbLg9","[0.0, 1.0]","[0.0, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666]","[0.0, 0.5, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]"
like literally bein attracted to women can’t be this grueling,"[0.3333333333333333, 0.6666666666666666]","[0.3333333333333333, 0.6666666666666666, 0.0, 0.0]","[0.3333333333333333, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.3333333333333333]"
A man will NEVER understand that us as women can’t just get up and go when we have children.. but it’s suppose to be okay that they get to come and go…,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666]","[0.16666666666666666, 0.16666666666666666, 0.0, 0.0, 0.0, 0.6666666666666666]"
@homecurator @whyyousesaythat Same reason why some women can’t realize that some men are out of their league,"[0.3333333333333333, 0.6666666666666666]","[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.5]"
"@AIIyNicole Once again, never try to claim cooking. Women can’t cook for 1/10th the power MEN can. It’s a mans world. Anyone who disagrees is fragile or a femoid.","[0.0, 1.0]","[0.0, 0.6666666666666666, 0.3333333333333333, 0.0]","[0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0, 1.0]"
@RealYeshua1 You are correct about character development.But are you saying that women don’t have to dress modestly???,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.3333333333333333]","[0.16666666666666666, 0.3333333333333333, 0.0, 0.5, 0.0, 0.3333333333333333]"
"@rassulsson @lemondefr You are very manipulative.There are laws for that men, human's laws, not religion's laws.Women don't have to hide from any men's eyes, we are not the problem...do you understand?I Hope you don't have daughters.","[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.16666666666666666, 0.0, 0.6666666666666666]","[0.16666666666666666, 0.5, 0.5, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333]"
@brunoandtherats @SweetSu95933866 @lporiginalg It literally it that's why there's constant worry about it closing back up. Women don't have to worry their vaginas will close up,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.5, 0.3333333333333333, 0.0]","[0.16666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333]"
@NasNumeroUN0 @lowkeykirababy @machabarbie @TinaHew82903018 @ionknowboutthat 🤣🤣I ain’t even gon try. My point was black women don’t have to wear our hair straight for special occasions. I was referring to the comment not the video. Y’all enjoy your evening 😆 maybe smoke a blunt or 5!,"[0.3333333333333333, 0.6666666666666666]","[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333]","[0.3333333333333333, 0.16666666666666666, 0.0, 0.5, 0.0, 0.3333333333333333]"
"""I don’t want #MeToo to learn a new trick for how to protect my drink in a club, or how to use a pocket knife hidden in my lipstick, or have to buy some strange contraption to make sure my hotel room door stays locked. I want to live in a world where women don’t have to live","[0.5, 0.5]","[0.5, 0.3333333333333333, 0.16666666666666666, 0.0]","[0.5, 0.0, 0.3333333333333333, 0.0, 0.0, 0.16666666666666666]"
"@Chysohm @_fredrica_ @Able_Ka_ @Ujamidaize @okogeri @djgunz9ja Nwa ochi Street, make una dey cover body na. Cool gown and all but it leaves little to imagination. Quality women don't have to show skin oh.","[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.3333333333333333, 0.5, 0.0]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.3333333333333333]"
Okay does anyone find Ciara to be fun and gorgeous on #SummerHouse but on #WWHL she’s a lil off putting? Like I know it’s only season 2 but she should be able to converse about cast mates Danielle and Lindsey without being shady. Confident women don’t have to do that. https://t.co/SEWa93ytGE,"[0.6666666666666666, 0.3333333333333333]","[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]","[0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.0, 0.0]"
"@Danaaakianaaa You're right that women don't have to dunk every game to be entertaining...that steph and kyrie are fun to watch no matter what. There aren't enough players in the wnba that are ""fun to watch"" like steph and kyrie. So there needs to be something else to help fill that skill void.","[0.5, 0.5]","[0.5, 0.16666666666666666, 0.3333333333333333, 0.0]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
"@__Maramara @__jxzlyn Oh my God are you fucking dumb? Many bm say they love black women or dark skins and then when you check their following or dating history, they haven't been with any. It's called using someone for clout. Black women don't have to accept the little crumbs we get, some of us have","[0.0, 1.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.5]","[0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.0, 0.3333333333333333]"
@abundance43 Just thought of how a mentor of mine who is a traditional would say women don’t have to cover their heads in her ndumba nor in funerals coz this was a western concept/slavery imposed on black women yet somehow evolved to a point whereby it’s said it’s a sign of respect .To whom ? https://t.co/XXoZuYqvwj,"[0.3333333333333333, 0.6666666666666666]","[0.3333333333333333, 0.0, 0.16666666666666666, 0.5]","[0.3333333333333333, 0.5, 0.0, 0.0, 0.0, 0.3333333333333333]"
"@sumpeoplelikeit women also store pee in men's balls.that's why women don't have to urinate, and men have to so often.","[0.0, 1.0]","[0.0, 0.5, 0.3333333333333333, 0.16666666666666666]","[0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0, 0.5]"
@DlalaChampion 😂😂😂😂😂..... I don't think these women don't have to ask for favours ...... their husbands  just provide. I am 100% sho Siya's wife has a allowance,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.5, 0.3333333333333333, 0.0]","[0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0, 0.5]"
@RobertGKepes @KatieHill4CA Pro-life is just exactly what it says. Women don’t have to get pregnant. They can make better decisions. Decisions that don’t result in the death of a human being.,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0]","[0.16666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666]"
"‘Hey, guess what? You’re a woman. You can write like a woman. I saw that women don’t have to write about what men write about, or write what men think they want to read.' @ursulaleguin#writingtips from #fantasy authors: https://t.co/rM6qVA8CUD#WriteTip #writing #amwriting https://t.co/Tp7TZlNnqi","[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.5, 0.3333333333333333, 0.0]","[0.16666666666666666, 0.0, 0.0, 0.3333333333333333, 0.0, 0.8333333333333334]"
now that we see war starting in Europe how does everyone feel about women not having to sign up for the draft...it really irks me...I'm female...is it not sexual discrimination?...how can we make the guys do it if the women don't have to???...#MAGA...,"[0.5, 0.5]","[0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0, 0.3333333333333333]"
"@awkwardlefty_cj @CamAndSchmidt @OfficialGami @CelticAnarchy Hormone levels are usually pretty stable on HRT and with the right levels these symptoms are uncommon.Cis women don't have to have super painful periods either, there are low risk treatments available. Sadly women often aren't taken serious when it comes to their own health.","[0.5, 0.5]","[0.5, 0.0, 0.3333333333333333, 0.16666666666666666]","[0.5, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333]"
"@Sean1980be @Women___Exist @Isaac_de_Tormes @MargaretAtwood Most women don't have to date this person. In fact, none of them do.","[0.6666666666666666, 0.3333333333333333]","[0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.0]","[0.6666666666666666, 0.16666666666666666, 0.0, 0.0, 0.0, 0.16666666666666666]"
@VP So women don't have to get vaccinated? Their body their choice? But men? Screw them I guess. Men must do what you tell them or else!!,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666]","[0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.5]"
men should get vasectomies (reversible btw) so women don’t have to take birth control :),"[0.5, 0.5]","[0.5, 0.3333333333333333, 0.16666666666666666, 0.0]","[0.5, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.16666666666666666]"
"If the policy is men must wear a collared shirt and women don’t have to, does a non-binary person get in trouble for not wearing a collared shirt? Does someone who appears male get in trouble for wearing a skirt? Seems like gender based dress codes should re-evaluated.","[0.3333333333333333, 0.6666666666666666]","[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333]","[0.3333333333333333, 0.5, 0.0, 0.0, 0.0, 0.5]"
"@Murfski_ Probably that women don’t know how to save or invest, they only know how to spend. 85% of all retail sales/consumer spend are to women. It’s just facts, they spend and don’t think twice about it. So they have nothing left to invest https://t.co/1SDXehGCey","[0.0, 1.0]","[0.0, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666]","[0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.8333333333333334]"
"@emmamwanje256 No relationship is strong, women don't know what they want🤷🏾‍♂️, bayfuna yonke ne mali on top","[0.0, 1.0]","[0.0, 0.5, 0.3333333333333333, 0.16666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"@baby_willow94 @Derpy422 I’ll give you the rundown. Not really a model just a fart page who occasionally sells bundles of stray farts and hidden farts of other women. Don’t know if the page is a scam though, most of the vids he’ll sell you (I’ve seen the deal on his story) can literally be found arou…..","[0.8333333333333334, 0.16666666666666666]","[0.8333333333333334, 0.16666666666666666, 0.0, 0.0]","[0.8333333333333334, 0.0, 0.0, 0.0, 0.16666666666666666, 0.0]"
"@BanterNative @Quirky47 @moonstar124 @barbbro @emmakennytv @nofacesx @squirrelk10 @meandaringalong Honey, if u have to take ur bra off when u get home, then it aint fitting right. 8/10 women don't know their size Imagine not knowing your shoe size! I don't own a white or black  there r too many colours out there","[0.5, 0.5]","[0.5, 0.3333333333333333, 0.0, 0.16666666666666666]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
@bag_country Well honestly some women don’t know that they have a natural scent. When you ask them they say I don’t have a scent and I’m not musty which are two different things,"[0.5, 0.5]","[0.5, 0.3333333333333333, 0.16666666666666666, 0.0]","[0.5, 0.0, 0.16666666666666666, 0.3333333333333333, 0.0, 0.0]"
How is it that so many women don’t know the difference between woman and women?,"[0.6666666666666666, 0.3333333333333333]","[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]","[0.6666666666666666, 0.0, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666]"
"@a30secdirector1 @frog_bearded @mtgreenee Assuming you meant six weeks? I'm not sure if you've ever carried a baby, but some women don't know that they are pregnant well past six weeks into their pregnancy. So yeah, abortion is banned in TX and the fight to overturn Roe V. Wade continues in the U.S.","[0.5, 0.5]","[0.5, 0.0, 0.16666666666666666, 0.3333333333333333]","[0.5, 0.5, 0.0, 0.0, 0.0, 0.16666666666666666]"
Most married women don't know the price of alcohol. Especially if their husbands love bev,"[0.0, 1.0]","[0.0, 0.6666666666666666, 0.3333333333333333, 0.0]","[0.0, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666]"
"@Ntshekzan @MashRayray I couldn't have said it better.... most women don't know the difference between challenging and arguing.... they think being against anything &amp; everything you say/do is challenging,  that time there is no substance at all in her argument it's noise and stubbornness","[0.0, 1.0]","[0.0, 0.3333333333333333, 0.5, 0.16666666666666666]","[0.0, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.0, 0.8333333333333334]"
"#ISAC: his convictions are now on record, so any woman considering a relationship with #GavinEyles can make a Clare’s Law applicationBut most women don't know about  #ClaresLawAn application indicates: perp likely to be committing more #abuse offenceshttps://t.co/CSVvdyxo3L","[1.0, 0.0]","[1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Women don’t know how to take accountability and as a woman I’m ashamed to admit this is absolutely correct,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666]","[0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0, 0.5]"
@IsmailOyelude @_hafsat_paki There are rights that were given to women in islam... But because there are no emphasis on them a lot of women don't know. So there is nothing like gender war here.,"[0.5, 0.5]","[0.5, 0.3333333333333333, 0.16666666666666666, 0.0]","[0.5, 0.5, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666]"
"@UsdawUnion Interesting that you and Jo’s Trust have managed to avoid saying the word “woman” when discussing this campaign, despite their research that nearly half of women don’t know what a ‘cervix’ is, and therefore won’t know this applies to them.","[0.5, 0.5]","[0.5, 0.0, 0.16666666666666666, 0.3333333333333333]","[0.5, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0]"
@LjThePoem Daddy's stop picking they mate and most women don't know how to choose a real one.. 4get covid.. Toot it and boot it is the real epidemic.. May it be a few months or years.. If u get toot it and boot it with child(ren) then that guy scammed you.. 😭😭😭😭,"[0.3333333333333333, 0.6666666666666666]","[0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]","[0.3333333333333333, 0.0, 0.16666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666]"
No way this man handles 3 women that know each other but the women don’t know they are dating him. HAZVIITE https://t.co/F8WcFG0x4E,"[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.0, 0.3333333333333333, 0.5]","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.3333333333333333]"
"See, and y’all always say women don’t know how to “listen” on this app. 😭😭😭😭😭😭","[0.16666666666666666, 0.8333333333333334]","[0.16666666666666666, 0.0, 0.0, 0.8333333333333334]","[0.16666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.8333333333333334]"
